
***************************************
Calculating total value of all items...
***************************************

Total value: $8,717,398.45

***************************************
Calculating total value by bot...
***************************************

76561198583274760: $115,740.88 (517)
M4A1-S | Guardian (Field-Tested) - $18.25 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307767684A12477219345D10134929336885575462
P2000 | Ocean Foam (Factory New) - $120.96 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307791899A11806174916D5199617627325875278
USP-S | Overgrowth (Minimal Wear) - $24.49 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307812867A14048867214D7414665019246763275
M4A1-S | Nitro (Well-Worn) - $0.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307815225A13840602054D13854847644443320236
StatTrak™ M4A4 | Zirka (Minimal Wear) - $46.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307847846A14293963779D3369304556909350572
FAMAS | Spitfire (Minimal Wear) - $42.69 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307847846A10413839469D12315093364732638874
P250 | Undertow (Factory New) - $44.10 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307855413A14563870223D5387588191032635370
StatTrak™ Tec-9 | Sandstorm (Field-Tested) - $0.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307933013A10786872077D14558487136541679036
AK-47 | Jungle Spray (Well-Worn) - $5.48 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198307964656A14518244242D16744463319786244917
M4A1-S | Atomic Alloy (Minimal Wear) - $49.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308081786A14287231514D5369679330577291584
AK-47 | Blue Laminate (Factory New) - $11.87 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308081786A14176662024D12431211104674794329
Souvenir Nova | Polar Mesh (Field-Tested) - $0.17 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308081786A12124956400D4918611144911381725
Souvenir FAMAS | Colony (Field-Tested) - $5.38 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308081786A11295034197D10115866431051682362
StatTrak™ M4A1-S | Blood Tiger (Field-Tested) - $10.25 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308255163A11490298764D16161882686264696292
P2000 | Red FragCam (Factory New) - $1.67 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308281403A14493106280D146382699955243622
StatTrak™ P250 | Steel Disruption (Factory New) - $6.32 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308417199A11403818315D11961736997262337858
StatTrak™ PP-Bizon | Cobalt Halftone (Minimal Wear) - $1.67 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308427222A13718530099D4918670681805937840
StatTrak™ Galil AR | Blue Titanium (Factory New) - $9.18 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308456776A11885226811D10233346500887746529
M4A4 | Radiation Hazard (Field-Tested) - $23.98 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308456929A14558083932D7100149570373896428
Souvenir Nova | Sand Dune (Battle-Scarred) - $7.52 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308501674A11011999873D11574440316932861021
G3SG1 | Demeter (Field-Tested) - $8.30 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308573872A14475502940D16898185446890044113
Souvenir G3SG1 | Polar Camo (Field-Tested) - $0.40 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308573872A14475502926D16207407097233601081
AK-47 | Blue Laminate (Factory New) - $11.87 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308573872A11650083616D2335765816725627667
AK-47 | Red Laminate (Field-Tested) - $41.18 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308685870A12408383241D12433948637820939167
Five-SeveN | Kami (Minimal Wear) - $1.14 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308748233A14510832592D16621672156388796561
AK-47 | Blue Laminate (Factory New) - $11.87 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308748233A10754334579D9656986489654913343
AK-47 | Case Hardened (Field-Tested) - $217.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308959757A10917300637D5190509115566730131
SSG 08 | Mayan Dreams (Minimal Wear) - $5.55 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198308959757A10917300139D5495168790670489830
M4A1-S | VariCamo (Minimal Wear) - $0.81 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198310388609A13139252739D7261001250655662444
AK-47 | Blue Laminate (Minimal Wear) - $10.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198310556722A13748928622D7541488690928175419
Glock-18 | Blue Fissure (Field-Tested) - $1.14 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198310561045A14487496457D7532909064827759980
StatTrak™ USP-S | Serum (Minimal Wear) - $35.78 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311212389A13638181942D3345623590716691873
M4A4 | X-Ray (Minimal Wear) - $11.40 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311212389A13585179777D199955321264745996
M4A1-S | Bright Water (Minimal Wear) - $24.92 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311212389A13585179248D11965622894083177956
SCAR-20 | Crimson Web (Battle-Scarred) - $4.26 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311223155A14224148217D4929828076411216728
StatTrak™ P90 | Blind Spot (Field-Tested) - $12.95 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311223155A14224148153D7353399774427344083
StatTrak™ AK-47 | Vulcan (Minimal Wear) - $744.56 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311258723A11469042368D11557468699475052881
StatTrak™ FAMAS | Doomkitty (Minimal Wear) - $4.42 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311264786A13630219868D10099363958212673050
AK-47 | Safari Mesh (Battle-Scarred) - $0.06 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311328798A14460022505D7378631548160985469
AWP | BOOM (Field-Tested) - $94.05 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311328798A12628709187D9719478563954782405
M4A4 | Zirka (Minimal Wear) - $24.50 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311422319A14201558307D5623314389099692128
Glock-18 | Candy Apple (Minimal Wear) - $0.30 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198311862717A13980130070D2913521121631194534
M4A1-S | Bright Water (Minimal Wear) - $24.92 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198312528345A14344144447D5503482479546553700
Souvenir G3SG1 | Polar Camo (Battle-Scarred) - $0.19 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376202196A14105037869D16602218925541740593
StatTrak™ M4A4 | X-Ray (Factory New) - $74.81 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376390716A14560808120D12141894261252014658
AK-47 | Safari Mesh (Well-Worn) - $0.07 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376401095A14296817715D5620672837544763799
M4A4 | Asiimov (Well-Worn) - $96.19 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376432993A13803644313D7061823327847647848
AK-47 | Case Hardened (Factory New) - $344.99 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376458412A14502773779D9973368996296952701
StatTrak™ XM1014 | Heaven Guard (Factory New) - $19.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376477900A14428749237D16474323631033094735
AWP | Graphite (Factory New) - $128.25 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376510373A14478541894D451526046568471745
CZ75-Auto | Poison Dart (Minimal Wear) - $2.71 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376514333A13293354929D2605510823255995313
StatTrak™ P250 | Steel Disruption (Minimal Wear) - $5.72 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376559870A13383976363D16926889454142115114
StatTrak™ Five-SeveN | Nightshade (Field-Tested) - $5.26 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376559870A13383976328D9414223118962582163
Dual Berettas | Hemoglobin (Factory New) - $7.28 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376559870A13383976273D17060880621609608894
StatTrak™ P250 | Steel Disruption (Factory New) - $6.32 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376628099A13799713611D7380872044765531566
StatTrak™ AK-47 | Blue Laminate (Field-Tested) - $23.49 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376659144A14376306382D884608673381884317
Souvenir XM1014 | Blue Steel (Minimal Wear) - $64.12 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376763961A12800186136D10261627811412401675
AK-47 | Blue Laminate (Field-Tested) - $9.23 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376795977A14357499867D3326154616596734325
Desert Eagle | Heirloom (Minimal Wear) - $6.35 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376928867A13246393225D2918900920920714411
Souvenir FAMAS | Colony (Well-Worn) - $47.45 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376928867A12712138496D14306992833285347858
Souvenir G3SG1 | Jungle Dashed (Minimal Wear) - $8.22 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376974041A13380673840D5381458535583211057
Souvenir Five-SeveN | Contractor (Minimal Wear) - $1.05 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376974041A13380673801D5225456131826385459
Souvenir P250 | Boreal Forest (Minimal Wear) - $26.79 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376974041A13380673760D11694173327820901314
Souvenir G3SG1 | Polar Camo (Battle-Scarred) - $0.19 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376989007A14104939955D3179788368007419125
Souvenir G3SG1 | Safari Mesh (Battle-Scarred) - $0.11 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376989007A14104939870D576641677501290195
Souvenir G3SG1 | Safari Mesh (Battle-Scarred) - $0.11 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376989007A14104939781D7830113383258044123
Souvenir Dual Berettas | Colony (Battle-Scarred) - $0.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198376989007A14104939667D9722396429915957906
Souvenir Sawed-Off | Full Stop (Minimal Wear) - $121.12 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377009841A12778408513D11700610079946398059
Souvenir Five-SeveN | Silver Quartz (Factory New) - $242.11 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377009841A12778408201D9695201760635682839
CZ75-Auto | Crimson Web (Minimal Wear) - $1.29 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377057629A11878526391D2902823820943031129
StatTrak™ AK-47 | Blue Laminate (Field-Tested) - $23.49 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377198892A14443187400D66054453356955549
M4A1-S | Atomic Alloy (Minimal Wear) - $49.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377225140A12628187773D7649026048291198948
M4A1-S | Blood Tiger (Minimal Wear) - $4.84 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377247524A13640761479D895725955577911722
AWP | BOOM (Field-Tested) - $94.05 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377316226A14504061659D16459577477615336069
StatTrak™ M4A1-S | Blood Tiger (Field-Tested) - $10.25 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377772158A11968134003D3335586392601261032
Desert Eagle | Blaze (Factory New) - $558.60 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377895301A14556542192D9685560565749796033
FAMAS | Pulse (Factory New) - $5.96 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377895301A14543302229D7091027713850498650
AK-47 | Blue Laminate (Minimal Wear) - $10.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198377903292A11423751966D4810669037434612115
StatTrak™ P90 | Blind Spot (Minimal Wear) - $18.43 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198378106243A11601568499D16573825540600604339
Galil AR | Sandstorm (Minimal Wear) - $3.23 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198378623478A13679879792D3315953513712071597
AWP | Redline (Field-Tested) - $45.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198378824270A13940544700D7214907670724279527
Souvenir AUG | Storm (Battle-Scarred) - $24.94 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198379923154A14425431800D292417352573573824
USP-S | Orion (Factory New) - $55.43 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398456583A14533540618D11874880518782014761
StatTrak™ USP-S | Guardian (Minimal Wear) - $8.69 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398456583A14464085155D7261156004327153065
StatTrak™ P250 | Splash (Minimal Wear) - $31.42 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398456583A14464085146D2351693392697134022
StatTrak™ P90 | Blind Spot (Minimal Wear) - $18.43 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398456583A14464084473D10109638197474320499
StatTrak™ Five-SeveN | Nightshade (Factory New) - $6.38 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398456583A14464084466D11963460729673638457
StatTrak™ P2000 | Red FragCam (Minimal Wear) - $3.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398456583A14464084458D5109969632766643850
M4A4 | Faded Zebra (Field-Tested) - $4.52 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398479784A13875919164D14001208473380949516
AK-47 | Blue Laminate (Minimal Wear) - $10.13 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398560854A12673318345D17051242267243618807
StatTrak™ AWP | BOOM (Minimal Wear) - $177.33 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398564051A13978535393D14711050852809489477
StatTrak™ M4A1-S | Bright Water (Field-Tested) - $51.21 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398564051A13978535352D597371457315396490
Souvenir Five-SeveN | Forest Night (Minimal Wear) - $1.28 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398564051A13978535302D10244225575229743771
Souvenir SCAR-20 | Carbon Fiber (Factory New) - $1.55 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398564051A13978535258D16180420709009081206
AWP | Redline (Field-Tested) - $45.31 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398584483A14412427088D16756843493431638665
StatTrak™ USP-S | Stainless (Minimal Wear) - $25.65 - steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20S76561198398603627A14504050750D16739422858575838085
